"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Krzysztof","Poland","Couple","7.5","Good","9 May 2014","Excellent breakfast, convenient and elegant rooms, free safes in rooms, proximity to U-bahn station","A lot of extra payments: expensive breakfast, and wifi in rooms, even a bottle of water in room charged extra. Parking lot full, difficulties to park a car in the neighbourhood. No information on hotel website about the green zone requiring green sticker on cars. A yellow stain in the toilet bowl unpleasantly contrasting with the overall perfect cleanness.","","Excellent breakfast, convenient and elegant rooms, free safes in rooms, proximity to U-bahn station","A lot of extra payments: expensive breakfast, and wifi in rooms, even a bottle of water in room charged extra. Parking lot full, difficulties to park a car in the neighbourhood. No information on hotel website about the green zone requiring green sticker on cars. A yellow stain in the toilet bowl unpleasantly contrasting with the overall perfect cleanness.","",
"Lisa","Switzerland","Solo traveller","9.6","Exceptional","5 May 2014","Really good breakfast","","","Really good breakfast","","",
"Nina","Finland","Group of friends","9.6","Exceptional","4 May 2014","Absolutely delicious breakfast with extremely friendly personnel, clean and fresh rooms, good location.","Wifi costs 5,90 € / hour. There are two computers in the lobby that one can use for free, but still, free wifi would be highly appreciated.","","Absolutely delicious breakfast with extremely friendly personnel, clean and fresh rooms, good location.","Wifi costs 5,90 € / hour. There are two computers in the lobby that one can use for free, but still, free wifi would be highly appreciated.","",
"Lisa","Canada","Group of friends","7.1","Good","3 May 2014","Close to transportation, clean rooms and good breakfast. Lots of good
resturants and grocery stores very close by","Nothing it was a very god place to stay","","Close to transportation, clean rooms and good breakfast. Lots of good
resturants and grocery stores very close by","Nothing it was a very god place to stay","",
"Elly","Netherlands","Family","7.9","Good","3 May 2014","Good staff, location and facilities","The shower was so small even a dwarf had to squeeze in, also no privacy as a see through door came directly into the room","","Good staff, location and facilities","The shower was so small even a dwarf had to squeeze in, also no privacy as a see through door came directly into the room","",
"Amirreza","Austria","Couple","7.9","Good","2 May 2014","Great breakfast, value for money, very close to a U-bahn station.","No free wifi.","","Great breakfast, value for money, very close to a U-bahn station.","No free wifi.","",
"Ritirong","Thailand","Group of friends","8.3","Very good","29 April 2014","location and price","free wi-fi should be available in the room and anywhere in the lobby.","","location and price","free wi-fi should be available in the room and anywhere in the lobby.","",
"Anthony","U.S.A.","Couple","10","Exceptional","24 April 2014","Everything","Nothing","","Everything","Nothing","",
"Jiří","Czech Republic","Couple","7.5","Good","23 April 2014","Very good breakfast","","","Very good breakfast","","",
"Ampika","Netherlands","Group of friends","8.8","Fabulous","21 April 2014","Room is very clean and value for money.","","","Room is very clean and value for money.","","",
"Henrique","Brazil","Couple","8.3","Very good","14 April 2014","","Lack of ducha for WC. Lack of security: no onde controls the people going in the hotel and apartments.","","","Lack of ducha for WC. Lack of security: no onde controls the people going in the hotel and apartments.","",
"Ciara","United Kingdom","Couple","9.6","Exceptional","12 April 2014","Great location, 2 mins from a U bahn station, very easy to get into the centre of Berlin, lots of great restaurants by the hotel.  Hotel is great value for money.","","","Great location, 2 mins from a U bahn station, very easy to get into the centre of Berlin, lots of great restaurants by the hotel.  Hotel is great value for money.","","",
"Hernan","Australia","","9.2","Superb","9 April 2014","Hotel is located west berlin close to Excellent quality places to eat  out without the high touristy prices. Rest of berlin is within easy access with metro station being nearby. Rooms are massive & fully equipped .very modern & excellent value for money. Staff are very friendly and helpful. Highly recommend this hotel","","","Hotel is located west berlin close to Excellent quality places to eat  out without the high touristy prices. Rest of berlin is within easy access with metro station being nearby. Rooms are massive & fully equipped .very modern & excellent value for money. Staff are very friendly and helpful. Highly recommend this hotel","","",
"Ioanna","Romania","","10","Exceptional","5 April 2014","The location of the hotel was excellent as it was located right next to a bus stop to-from TXL airport and an U-bahn station that would take you to Alexanderplatz in around 20 minutes.
We also had many super markets, bakeries and fast food places around so we didn't have to look too far for food. The staff of the hotel was extremely helpful, they answered all our questions with a huge smile on their faces and even let us borrow their iron to iron our clothes for free. The hotel room was modern and comfortable with hot water all day and cleaned daily. All in all, excellent value for money!","Everything was perfect","","The location of the hotel was excellent as it was located right next to a bus stop to-from TXL airport and an U-bahn station that would take you to Alexanderplatz in around 20 minutes.
We also had many super markets, bakeries and fast food places around so we didn't have to look too far for food. The staff of the hotel was extremely helpful, they answered all our questions with a huge smile on their faces and even let us borrow their iron to iron our clothes for free. The hotel room was modern and comfortable with hot water all day and cleaned daily. All in all, excellent value for money!","Everything was perfect","",
"Bjoern","Bulgaria","","7.5","Good","3 April 2014","Good location, friendly staff, reasonable priced and good breakfast.","Mattress a bit 'jumpy' when you sleep with two in a double bed.","","Good location, friendly staff, reasonable priced and good breakfast.","Mattress a bit 'jumpy' when you sleep with two in a double bed.","",
"GarryKInd","India","","9.6","Exceptional","2 April 2014","Location+value for money","no free wi-fi + breakfast not included in th erate","","Location+value for money","no free wi-fi + breakfast not included in th erate","",
"Savas","Greece","","10","Exceptional","1 April 2014","cosy room, next to the metro","","","cosy room, next to the metro","","",
"Leonard","Romania","","7.9","Good","1 April 2014","It was a nice hotel with all the required conditions for the paid price.","Even though the room was located at the first floor there was something like a parking lot in front of our window, at the same height level.","","It was a nice hotel with all the required conditions for the paid price.","Even though the room was located at the first floor there was something like a parking lot in front of our window, at the same height level.","",
"David","Ireland","","7.1","Good","1 April 2014","Breakfast","Not a whole lot of nice restaurants near by","","Breakfast","Not a whole lot of nice restaurants near by","",
"Constantin","Romania","","9.6","Exceptional","28 March 2014","Excellent value for money, comfortable, very close to the U-Bahn stop; bus 109 to Tegel airport also has a stop nearby. Very good breakfast as well.","","","Excellent value for money, comfortable, very close to the U-Bahn stop; bus 109 to Tegel airport also has a stop nearby. Very good breakfast as well.","","",
