"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Sergey","Russia","Solo traveller","8.3","Very good","11 October 2014","Large room has a kettle","Free WiFi is very slow, fast WiFi - surcharge","","Большой номер, есть чайник","Бесплатный WiFi очень медленный, быстрый WiFi - за дополнительную плату","",
"Agnieszka","Germany","Family","7.5","Gut gelegnes Hotel, stilvoll eingerichtet","9 October 2014","The comfort and the size of the room","The carpet in Zimnwr was relatively taken!","","Das Komfort und die Größe des Zimmers","Der Teppich im Zimnwr war schon relativ mitgenommen !","",
"Jessica","Germany","Couple","6.3","Pleasant","9 October 2014","Lage und Personal","Breakfast, fresh fruit would be desirable
Mattress already very worn","","Lage und Personal","Frühstück, wäre frisches Obst wünschenswert
Matratze schon sehr durchgelegen","",
"Agnieszka","Poland","Group of friends","9.6","Exceptional","9 October 2014","Lovely packaging. Good breakfasts. sensational location. Hotel optimal.","No.","","Przemiła obsługa. Dobre śniadania. rewelacyjna lokalizacja. Hotel optymalny.","Brak.","",
"Gerald","Germany","Family","5","nicht nochmal","7 October 2014","","but the rooms are quite run in the year. The carpet has many great spots in the bathroom and the joints are broken.
The breakfast is standard nothing special, the cheese is bad.","","","die Zimmer sind doch recht in die Jahre gekommen. Der Teppich hat viele , große Flecken und im Bad sind die Fugen kaputt.
Das Frühstück ist Standart nichts besonderes, der Käse ist schlecht.","",
"Joanna","Poland","Couple","4.6","Disappointing","1 October 2014","location, design","card is blocked by pre-authorize a week after leaving the hotel (a payment at check-out was carried out another card), surly staff, very good breakfast, a strange smell in the room, basically all the time you had to ventilate","","lokalizacja, wystroj","zablokowanie karty przy preautoryzacji na tydzien po opuszczeniu hotelu (platność przy wymeldowaniu była przeprowadzona inną kartą), niemiły personel, niezbyt dobre śniadanie, dziwny zapach w pokoju, w zasadzie cały czas trzeba było wietrzyc","",
"Christoph","Germany","Solo traveller","5","P-L-Verhältnis wäre optimierbar","1 October 2014","","The room was shabby, the wash basin taps blotchy, already been the establishment in the year. I had been given, first floor room for disabled guests, whose charm rather resembled a youth hostel. The breakfast buffet was usnpektakulär.","","","Das Zimmer war abgewohnt, die Waschtischarmaturen fleckig, die Einrichtung bereits in die Jahre gekommen. Man hatte mir, im ersten Stock das barrierefreie Zimmer gegeben, dessen Charme eher an eine Jugendherberge erinnerte. Das Frühstücksbuffet war usnpektakulär.","",
"Brigitte","Germany","Couple","7.9","Hotelatmosphäre","29 September 2014","Nice, friendly, young staff; relaxed atmosphere, modern hotel!","Problems with the shower, the water temperature could be regulated very bad, either very hot or cold; when demand was specified when many showers in the morning, the would not change. Pity!","","Nettes, freundliches, junges Personal; lockere Atmosphäre, modernes Hotel!","Probleme mit der Dusche, Wassertemperatur ließ sich nur sehr schlecht regulieren, entweder sehr heiß oder kalt; bei Nachfrage wurde angegeben, wenn morgens viele duschen, ließe sich das nicht ändern. Schade!","",
"Pedro","Portugal","Solo traveller","7.9","Good","23 September 2014","Trendy. Welcoming. Attentive staff.","Space (the 4th could be higher).","","Trendy. Acolhedor. Staff atencioso.","Espaço (quartos podiam ser maiores).","",
"Daniel","Spain","Couple","8","Diseño y confort","22 September 2014","Hotel very convenient design.
Less than 10 minutes walk from the train station with direct links to the zoo to the airport.
Bicycle Rental 12 € / day. It is the best way to tour the city.
Spacious rooms and very comfortable bed.","Breakfast expensive for what it was.","","Hotel de diseño muy bien situado.  
A menos de 10 minutos andando desde la estación de tren del zoo con enlaces directos al aeropuerto.
Alquiler de bicicletas a 12€/día. Es la mejor forma de recorrer la ciudad. 
Habitaciones amplias y la cama muy cómoda.","Desayuno caro para lo que era.","",
"Heike","Germany","Group of friends","9.2","Nettes freundliches und zentrales Hotel mit einem gewissen Flair und überaus freundlichem und hiklfsbereiten Personal","20 September 2014","all","nothing","","alles","nichts","",
"Silvia","Germany","Solo traveller","9.2","Das etwas andere Stadthotel.","15 September 2014","Modern room and bathroom, small but powerful. Just something different.","Unfortunately there was in my room booked kettle. Very noisy on the street side. Asked by online booking for a quiet room.","","Modernes Zimmer und Bad, klein aber oho. Einfach mal was anderes.","Leider fehlte in meinem Zimmer der gebuchte Wasserkocher. Sehr laut zur Straßenseite. Hatte per Onlinebuchung um ein ruhiges Zimmer gebeten.","",
