"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Abel","Germany","Solo traveller","6.3","Pleasant","16 November 2013","","","","","","",
"Robert","Netherlands","Couple","10","Exceptional","7 November 2013","","","","","","",
"Inês","Portugal","Couple","7.5","Good","29 October 2013","","","","","","",
"Michael","Germany","Solo traveller","6.7","Pleasant","23 September 2013","","","","","","",
"Ewelina","Belgium","Solo traveller","6.3","Pleasant","9 September 2013","","","","","","",
"Anonymous","Israel","Couple","7.5","Good","19 December 2013","Good location, helpful staff. Free wifi","Price didn't include breakfast, small room","","Good location, helpful staff. Free wifi","Price didn't include breakfast, small room","",
"Anonymous","Israel","Couple","10","Exceptional","20 November 2013","what we got for the money paid
The staff
location and their flexibility for changes","","","what we got for the money paid
The staff
location and their flexibility for changes","","",
"Anonymous","United Kingdom","Couple","7.1","Good hotel","7 October 2014","Nice big rooms and bathroom. It was handy to have a small kitchen. 
Good location - close to the tube station, Zoologischegarten train station and two main bus lines.","Faulty lift - nearly got stuck on the last day. 
My boyfriend's macbook could not connect to wifi.","","Nice big rooms and bathroom. It was handy to have a small kitchen. 
Good location - close to the tube station, Zoologischegarten train station and two main bus lines.","Faulty lift - nearly got stuck on the last day. 
My boyfriend's macbook could not connect to wifi.","",
"Anonymous","Belgium","Solo traveller","6.7","Great price-quality for no-frills travel","1 September 2014","Free bottle of water at arrival
- Decent and modern room, clean & with all facilities","wifi not great
- only one old elevator - no stairs to use",""," Free bottle of water at arrival
- Decent and modern room, clean & with all facilities"," wifi not great
- only one old elevator - no stairs to use","",
"Anonymous","Bulgaria","Couple","10","Exceptional","10 August 2014","Really helpful staff, great location right next to Tiergarten, clean and comfortable room - small but with everything you need","","","Really helpful staff, great location right next to Tiergarten, clean and comfortable room - small but with everything you need","","",
"Anonymous","Australia","Couple","7.5","Overall Positive","28 July 2014","Good wifi in good location - 24hour reception were very helpful, and the overall experience was positive. Good value for money. My partner loved the shower pressure.","Pillows were consistently uncomfortable, the rooms smelled a little mouldy at times.","","Good wifi in good location - 24hour reception were very helpful, and the overall experience was positive. Good value for money. My partner loved the shower pressure.","Pillows were consistently uncomfortable, the rooms smelled a little mouldy at times.","",
"Anonymous","Croatia","Solo traveller","9.2","Superb","6 July 2014","Excellent value for the money - clean, comfortable hotel, close to public transport (bus & underground). Kind and helpful staff, quiet neighbourhood. Would stay there again.","Strange odour in my bathroom, most probably the result of problems with plumbing. A cozy, nice terrace that does not work in the evening.","","Excellent value for the money - clean, comfortable hotel, close to public transport (bus & underground). Kind and helpful staff, quiet neighbourhood. Would stay there again.","Strange odour in my bathroom, most probably the result of problems with plumbing. A cozy, nice terrace that does not work in the evening.","",
"Anonymous","Russia","Solo traveller","8.3","Very good","25 June 2014","Good place","","","Good place","","",
"Anonymous","France","Solo traveller","7.5","Good","8 June 2014","although very near to the main avenue ( Kurfurstenstrasse), the street where the hotel is located is very calm. Rooms is clean and comfortable.","breakfast option is complicated  : they have continental and German options whereas normally everything is on buffet. it does not make any sense to pay another 3 euros just for a very basic omlette choices ! 
 The staff is okey but they were abit cold and reserved in my opinion.","","although very near to the main avenue ( Kurfurstenstrasse), the street where the hotel is located is very calm. Rooms is clean and comfortable.","breakfast option is complicated  : they have continental and German options whereas normally everything is on buffet. it does not make any sense to pay another 3 euros just for a very basic omlette choices ! 
 The staff is okey but they were abit cold and reserved in my opinion.","",
"Anonymous","Australia","Couple","7.5","Good","29 May 2014","Quiet street, not too far to underground. Had rented bikes from the hotel to ride around Berlin, was nice distance from the hotel with the zoo near there. But same bike company we saw on other spots charges half as the hotel charge us.","The double bed is too small, it's more like a big single bed.","","Quiet street, not too far to underground. Had rented bikes from the hotel to ride around Berlin, was nice distance from the hotel with the zoo near there. But same bike company we saw on other spots charges half as the hotel charge us.","The double bed is too small, it's more like a big single bed.","",
"Anonymous","Denmark","Solo traveller","7.9","Good","22 May 2014","Nice rooms, even with kitchen and fridge.
Nice bathroom","Internet connection was not that reliable","","Nice rooms, even with kitchen and fridge.
Nice bathroom","Internet connection was not that reliable","",
"Anonymous","Canada","Solo traveller","8.8","Fabulous","20 May 2014","Good price. About 15-20 minutes walk from the subway.","The room I got was a bit a walking distance from the entry.
Wi-Fi reception was very bad in the room. There was only one spot in the room which had very poor reception. Elsewhere in the room there was no connectivity. Reception was good in the breakfast room.","","Good price. About 15-20 minutes walk from the subway.","The room I got was a bit a walking distance from the entry.
Wi-Fi reception was very bad in the room. There was only one spot in the room which had very poor reception. Elsewhere in the room there was no connectivity. Reception was good in the breakfast room.","",
"Anonymous","Germany","Solo traveller","10","Exceptional","18 May 2014","","Wifi connection worked intermittently.","","","Wifi connection worked intermittently.","",
"Anonymous","United Kingdom","Solo traveller","6.3","Pleasant","1 April 2014","Good location, 5 minutes away from the tube.","Wi if didn't work properly during my stay. It always turned on and off. The sister with login is very uncomfortable. Crockery costed 20€ per week and this fact wakes kitchenette slightly useless.","","Good location, 5 minutes away from the tube.","Wi if didn't work properly during my stay. It always turned on and off. The sister with login is very uncomfortable. Crockery costed 20€ per week and this fact wakes kitchenette slightly useless.","",
"Anonymous","Ireland","Solo traveller","7.9","Good","7 March 2014","Location, price","WiFi did not work 
No curtains in room on ground floor!","","Location, price","WiFi did not work 
No curtains in room on ground floor!","",
"Anonymous","Bulgaria","Group of friends","10","Exceptional","25 February 2014","Perfect place for a very good price. Five stars.","","","Perfect place for a very good price. Five stars.","","",
