"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Miroslav","Slovakia","Couple","8.8","Fabulous","20 January 2014","good location, very nice hotel, very good breakfast","very expensive wifi, poor gym","","good location, very nice hotel, very good breakfast","very expensive wifi, poor gym","",
"Liam","Ireland","Couple","7.1","Good","4 January 2014","Spotlessly clean
Cosy
Nice bar
Nice staff 
Lovely (but small) rooms 
Good public transport near
Handy to get to schonfeld airport from alexanderplatz station(3:20€ direct)","Broadband 5.80€ an hour!!!!! Are these people serious?
Pillows were THEE worst I ever slept on and I have camped!!
The heat in the rooms was ridiculous. I twice woke with head ache from the heat. The second night we had to use air con. It was -5 outside!!
Walls very thin. Could hearing snoring next door!
Church bells next door would wake the dead!
Small cramped rooms and bathroom!
It's location is not great,it is a good 25-30 walk from the center near the river. Alexander platz is about 15 min walk and it's all across major traffic junctions. 
Breakfast was 14€! Insane price!","","Spotlessly clean
Cosy
Nice bar
Nice staff 
Lovely (but small) rooms 
Good public transport near
Handy to get to schonfeld airport from alexanderplatz station(3:20€ direct)","Broadband 5.80€ an hour!!!!! Are these people serious?
Pillows were THEE worst I ever slept on and I have camped!!
The heat in the rooms was ridiculous. I twice woke with head ache from the heat. The second night we had to use air con. It was -5 outside!!
Walls very thin. Could hearing snoring next door!
Church bells next door would wake the dead!
Small cramped rooms and bathroom!
It's location is not great,it is a good 25-30 walk from the center near the river. Alexander platz is about 15 min walk and it's all across major traffic junctions. 
Breakfast was 14€! Insane price!","",
"Chanmali","Australia","Couple","7.5","Good","3 January 2014","The location. Close to the train station and walking distance to shops
at alexandraplatz.","The bed wasn't comfortable and they charged absurbed prices for
international calls. £7 per min. Do not make calls. And tv was a big
dissapoinment, only two English channels but both business channels no
entertainment channels or movie offers..","","The location. Close to the train station and walking distance to shops
at alexandraplatz.","The bed wasn't comfortable and they charged absurbed prices for
international calls. £7 per min. Do not make calls. And tv was a big
dissapoinment, only two English channels but both business channels no
entertainment channels or movie offers..","",
"Trevor","Guernsey","Couple","8.3","Very good","21 December 2013","The staff were extremely helpful and friendly and spoke excellent English. The walk to Alexanderplatz was easy when dry but the wait at traffic lights was very long in the wet! However the tram stop is very close. The breakfast choice was good.","Although the rooms were clean they were very small and had little storage space. The lights from the courtyard were very bright and didn't help sleep.","","The staff were extremely helpful and friendly and spoke excellent English. The walk to Alexanderplatz was easy when dry but the wait at traffic lights was very long in the wet! However the tram stop is very close. The breakfast choice was good.","Although the rooms were clean they were very small and had little storage space. The lights from the courtyard were very bright and didn't help sleep.","",
"David","United Kingdom","Couple","10","Exceptional","17 December 2013","Excellent hotel. Efficient and friendly staff. Great room, comfortable facilities.  Near to all transport and must see sites.","Nothing not to like.","","Excellent hotel. Efficient and friendly staff. Great room, comfortable facilities.  Near to all transport and must see sites.","Nothing not to like.","",
"Jonathan","United Kingdom","Group of friends","9.6","Exceptional","10 December 2013","The Leo Lounge 90 is the best bar I've ever been to..","The Horrible Lady who was rude to us in the Chrismas Market.","","The Leo Lounge 90 is the best bar I've ever been to..","The Horrible Lady who was rude to us in the Chrismas Market.","",
"Steven","United Kingdom","Group of friends","8.3","Very good","4 December 2013","nice hotel and staff, lovely room","bit far from the main areas","","nice hotel and staff, lovely room","bit far from the main areas","",
"Bram","Belgium","Solo traveller","9.2","Superb","22 November 2013","+ excellent breakfast
+ very friendly staff
+ excellent value for money","","","+ excellent breakfast
+ very friendly staff
+ excellent value for money","","",
"V","United Kingdom","Solo traveller","10","Exceptional","11 November 2013","Service","","","Service","","",
"Jodie","Ireland","Couple","10","Exceptional","31 October 2013","We loved the location but it might not be for everyone, it was not even
a 5 minute walk to Alexander platz which was great as where we stayed
was quite quiet. The staff were excellent and the hotel was lovely and
always immaculate! We didn't get the breakfast so I can't
comment on that, but there was bakeries everywhere, so don't feel
the need to get it! We had a great time! We would definitely return.","The broadband charges were insane, we didn't use them but it was €11
for 24 hours which is really expensive.","","We loved the location but it might not be for everyone, it was not even
a 5 minute walk to Alexander platz which was great as where we stayed
was quite quiet. The staff were excellent and the hotel was lovely and
always immaculate! We didn't get the breakfast so I can't
comment on that, but there was bakeries everywhere, so don't feel
the need to get it! We had a great time! We would definitely return.","The broadband charges were insane, we didn't use them but it was €11
for 24 hours which is really expensive.","",
"Fraser","Germany","Couple","8.3","Very good","29 October 2013","Centrally located Good public transport and near the centre of Berlin
Fair price for room for location","Parking is very expensive 18 euro per day. Street parking for free is
located around 500 metres from hotel. No free wifi Reception staff were
determined to try and sell extras when checking in","","Centrally located Good public transport and near the centre of Berlin
Fair price for room for location","Parking is very expensive 18 euro per day. Street parking for free is
located around 500 metres from hotel. No free wifi Reception staff were
determined to try and sell extras when checking in","",
