"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Anastasiia","Russia","","6.3","Pleasant","7 September 2014","Decent clean room, quite spacious. Glass door between the room and the bathroom-toilet a little unexpected, but unusual.
Friendly staff, front-desk clock, is Russian-speaking staff, which is nice.
Decent breakfast","Claimed proximity to kuddam not entirely untrue, walk about 5 blocks from the busiest part no. About the same distance to the zoo.
The metro station is also not quite close, but right under the windows of the railway line goes, so goes every 3 minutes or subway, or s-bahn, or just train.If there are problems with such an arrangement snom--not an option.
A couple of times in the room no matter cleaned after harvest remained nepomyty glass, although generally satisfactory cleaning.","","Неплохой чистый номер,  довольно просторный. Стеклянная дверь между комнатой и ванной-туалетом немного неожиданно, но необычно.
Доброжелательный персонал, стойка ресепшн круглосуточная, есть рускоговорящий персонал, что приятно. 
Приличные завтраки","Заявленное близкое расположение к kuddam не совсем соответствует действительности, идти примерно 5 кварталов до не самой оживленной части. Примерно такое же расстояние до zoo. 
Станция метро тоже довольно не близко, зато прям под окнами проходит линия железной дороги,  поэтому каждые 3 минуты ездит либо метро,  либо s-bahn, либо просто поезда. Если есть проблемы со сном- такое расположение-не вариант.
Пару раз в номере неважно убирались, после уборки остался непомытый стакан, хотя в целом уборка удовлетворительная.","",
"Federico","Italy","","7.9","Good","7 September 2014","Proximity to the S Bahn (metro but that is not the right into the center), room was spacious and clean mollto","Tv channels without in Italian (at least one ??!?), Breakfast too expensive (take him out xche 50 meters on Franzstrasse there is a bakery where excellent cappuccino + croissant great eur 3.20 ...) and lack of privacy in bathroom (separated from the bedroom only by a wall open in ciima .. even if the shower is photonics)","","Vicinanza alla stazione della S Bahn (che non è la metro ma porta direttamente in centro), camera spaziosa e mollto pulita","Tv senza canali in italiano (almeno uno??!?), colazione troppo costosa (fatela fuori xché a 50 mt sulla Franzstrasse c'è una panetteria ottima dove cappuccino+cornetto ottimo eur 3,20...) e mancanza di privacy in bagno (separato dalla camera solo da una parete aperta in ciima.. anche se la doccia è fotonica)","",
"Gunther","Germany","","7.1","Good","2 September 2014","Location, room size, attractive,
very friendly staff, parking available","Due to its close proximity to the S-Bahn partly quite loud.","","Lage, ansprechende Zimmergröße,
sehr freundliches Personal, Parkplätze vorhanden","Durch die unmittelbare Nähe zur S-Bahn teilweise ziemlich laut.","",
"Klaus","Austria","","10","Exceptional","2 September 2014","The staff was extremely friendly. The facilities in the hotel and especially the rooms is very good. Everything is modern and newly furnished.
The breakfast is definitely worth the price and highly recommended. In the buffet lacks nothing!","","","Das Personal war äußerst freundlich. Die Ausstattung im Hotel und insbesondere der Zimmer ist sehr gut. Alles ist modern und neu eingerichtet. 
Das Frühstück ist auf jedenfall den Preis wert und sehr zu empfehlen. Bei dem Buffet fehlt es an nichts!","","",
"Debby","Netherlands","","7.1","Good","31 August 2014","Neat
Price
parking (we had a parking space reserved)
staff were friendly","The sound of the railroad. It is also used frequently.
The bathroom has little privacy. A glass wall that runs parallel to the bed, it is above all the way open.","","Netjes
Prijs
parkeergelegenheid (we hadden een parkeerplaats gereserveerd)
personeel was vriendelijk","Het geluid van de treinbaan. Deze wordt ook veelvuldig gebruikt.
De badkamer heeft weinig privacy. Een glazen wand die paralel loopt aan het bed, deze is van boven helemaal open.","",
"Elena","Russia","Couple","9.6","Exceptional","31 August 2014","Cozy and comfortable room, white sheets, great location, helpful staff. I advise everyone!","It is a pity that breakfast is not included in the room rate.","","Уютный и комфортабельный номер, белые простыни, отличное месторасположение, отзывчивый персонал. Советую всем!","Жаль что завтрак не включен в стоимость номера.","",
"Joachim","Germany","Solo traveller","8.8","Tolle Lage, super Frühstück, Preis-/Leistung top","30 August 2014","Good hotel in a great location, 5 minutes to the Ku'damm, 10-15 minutes to the zoo (on foot). S-Bahn located directly next door. Booked this hotel for my mother and she loved the breakfast.","All o.k.
If you have a bad night's sleep could possibly interfere with the driving nearby S-Bahn. My mother did not bother. Always remember, Berlin is a city where it can be a little louder getting anywhere.","","Gutes Hotel in prima Lage, 5 Minuten zum Ku'damm, 10-15 Minuten zum Zoo (zu Fuß). S-Bahn unmittelbar nebenan. Habe das Hotel für meine Mutter gebucht und sie war vom Frühstück begeistert.","Alles o.k. 
Wenn man einen schlechten Schlaf hat könnte ggf. die in unmittelbarer Nähe fahrende S-Bahn stören. Meine Mutter hat es nicht gestört. Immer bedenken, Berlin ist eine Großstadt, wo es immer überall etwas lauter sein kann.","",
"Heiko","Germany","Couple","8.8","Sehr gutes Hotel, gute Lage und schöne Zimmer","28 August 2014","Newly renovated hotel
-Nettes Staff
-Relatively Central location by train is to reach everything very well
Prize / performance for Berlin is super","","","Neu renoviertes Hotel
-Nettes Personal
-Relativ Zentrale Lage mit der Bahn ist alles sehr gut zu erreichen
-Preis / Leistung für Berlin ist super","","",
"Karl-hermann","Germany","Couple","7.1","Eine gute Nacht","26 August 2014","Everything was clean and tidy, nice staff,","The noise of the train, the floor looked like assigned.","","Alles sauber und ordentlich, nettes Personal,","Die Geräusche der Bahn, der Fußboden sah abgetreten aus.","",
"Stefania","Italy","Couple","9.6","Moderno, bello e un prezzo da non crederci!!!","25 August 2014","Spacious room with all mod cons, modern and clean ... although the bathroom was divided by a wall of opaque glass it was more than enough and the bathroom was spacious as well as the shower.","Location a little 'far from the major centers of interest.","","Camera spaziosa dotata di tutti i confort, arredamento moderno e pulito...anche se il bagno era diviso da una parete a vetro opaco essa era più che sufficiente e il bagno era spazioso come anche la doccia.","Posizione un po' lontana dai maggiori centri di interesse.","",
"Pierluigi","Italy","Family","5.8","una mezza fregatura","24 August 2014","definitely value for money is his strong point, combined with the location close to public transport (bus and S-Bahn). If you're a light sleeper better find another hotel or hope that you take a room on the opposite side rail. Italian breakfast is a great bakery / bar on Kante: If there are just two pastas and a third cappuccino coast.","Cleaning is not the maximum, shower curtain moldy and smelly, broken bathroom door handle and bedside light missing, all things reported on the first day and never resolved. Proximity to rail (pros and cons). Double bed uncomfortable (with seam in the middle).","","sicuramente il rapporto qualità prezzo è il suo punto forte, unito alla posizione vicinissimo ai mezzi di trasporto (Bus e S-Bahn). Se avete il sonno leggero meglio trovare un altro hotel o sperare che vi diano una camera dalla parte opposta la ferrovia. Per la colazione all'italiana c'è un ottimo forno/bar sulla Kante: se vi sono sufficienti due paste e un cappuccino costa 1/3.","Pulizia non al massimo, tenda doccia ammuffita e puzzolente, maniglia porta bagno rotta e luce comodino mancante, tutte cose segnalate il primo giorno e mai risolte. Vicinanza con ferrovia (pro e contro). Letto matrimoniale scomodo (con giuntura in mezzo).","",
